timestamp,asset,side,open,high,low,close,tick_volume,kc_bb_ratio,bb_width_bps,atr_pct,d_sma50,ema_12_26_ratio,stc_delta,stoch_diff,cci_20,macd_hist_accel,psar_bull_flag,p_decay,p_decay_pct,fwd_5m_ret,fwd_10m_ret,fwd_15m_ret,target_decay_realized
1775467800,AUDCAD,bullish_exhaustion,0.96513,0.96532,0.96513,0.96522,79.0,1.2568528881564354,12.351069285110327,0.029304940102478222,5.294545454546245,1.5500728737090959,-10.082350027837066,-1.9616638926058414,157.76829925964685,0.019245463049532063,1,,,-0.0002797289737054287,-0.0003315306355027303,-0.0004040529620190636,1.0
1775555400,AUDCAD,bullish_exhaustion,0.96589,0.96619,0.96583,0.96613,174.0,1.4673566525020096,24.73562542769073,0.049608822237765283,4.540923994038841,1.4888798717093923,-1.7345968671414624,-11.986138184965661,40.3909996311517,-0.0461661510825349,0,,,-0.0002587643484832647,-0.00036227008787648174,-0.0005278792709055846,1.0
1775555700,AUDCAD,bullish_exhaustion,0.96612,0.96616,0.96588,0.96588,178.0,1.3034180683328538,20.944708153420077,0.046589638464406134,4.107111111111476,1.4500259587147888,-2.9047068014345143,-2.2868916812565523,24.869749752625932,-0.07302874490959148,0,,,-0.00010353252992090223,-0.00026918457779423477,-0.00021741831283383917,1.0
1775607000,AUDCAD,bullish_exhaustion,0.97885,0.97902,0.97814,0.97827,1541.0,1.580099808759916,63.79759438487947,0.10587202773409247,5.677627586206576,1.9137949213711491,-1.01883441242299,-23.55265644269391,37.05986277169395,-0.08833997557377213,0,,,-0.000521328467601001,-0.0007564373843621519,-0.000879102906150675,1.0
1775607300,AUDCAD,bullish_exhaustion,0.97827,0.97854,0.97768,0.97776,1689.0,1.5136569408812508,56.7716733265823,0.10249374663955163,5.174511760512748,1.790069841538128,-5.34153367989947,-21.64867307174827,3.7669592976875244,-0.09597914605670012,0,,,-0.00023523154966453852,-0.0003579610538373412,-0.0006443298969071032,1.0
1775607600,AUDCAD,bullish_exhaustion,0.97777,0.97799,0.97725,0.97753,1410.0,1.3447550040039986,50.59568744636097,0.09732985907630406,5.020450450449996,1.6897054392797688,-14.001253301643345,-9.43969472442399,-34.994964753273855,-0.07922188357910903,0,,,-0.00012275838081698964,-0.0004091946027231508,-0.00019436743629352993,1.0
1775611200,AUDCAD,bullish_exhaustion,0.97748,0.97801,0.97731,0.97792,760.0,1.2209349181130882,36.115222621348146,0.07523256357517054,4.110291262135685,0.5811072297131764,-0.0995661975145375,20.299600500459754,0.4620004619977128,0.11806190852350185,1,,,-0.00028632198952882604,-0.0005010634816753345,-0.0005215150523559808,1.0
1775753400,AUDCAD,bullish_exhaustion,0.97887,0.97916,0.97887,0.979,305.0,1.8287046041461366,34.54417327725825,0.052677659419232484,5.72759002770084,1.7885254593507425,-0.3579469589062967,-18.072038757021257,68.70371615813917,-0.05936689409717803,0,,,-0.0001736465781410068,-0.00011235955056176916,0.00029622063329926007,1.0
1775753700,AUDCAD,bullish_exhaustion,0.97901,0.9791,0.97863,0.97883,349.0,1.764908715211579,32.18128021980379,0.05188410069747956,5.271561181434291,1.6990589158569034,-0.5387762109772041,-7.860210160254983,49.12764003672725,-0.07073033903651638,0,,,6.129767171025868e-05,0.00046994881644413233,0.0005005976522991507,0.0
1775754000,AUDCAD,bullish_exhaustion,0.97887,0.97891,0.9786,0.97889,300.0,1.6701138144406982,29.76716596525579,0.050786386329704745,5.2926436781611415,1.6317724527512127,-1.8838915351820162,5.8668290443975835,38.558027923222205,-0.04519774788381977,0,,,0.0004086260969056177,0.0004392730541735723,0.0006844487123169873,0.0
