gate,direction,expiry,train_n,train_wr,train_ci_lower,test_n,test_wr,test_ci_lower,test_p,delta_pp,verdict
di_oversold_bounce,CALL,15,615,0.5886,0.5493,86,0.5814,0.4758,2.569e-1,0.72,OVERFIT (consistent WR but test CI below floor)
