db_source,timestamp_utc,asset,leaf_id,direction,wr_reported,n_reported,open,high,low,close,rsi_5,stoch_k_v2,stoch_d_v2,bb_upper,bb_middle,bb_lower,bb_width_bps,ma6,ma14,ma_trend_bps,close_to_lower,close_to_upper,schaff_value,stc_zone,bb_position,stc_stoch_diff,stoch_kd_diff,exit_2m,pnl_2m,win_2m
trading_data.db,2026-04-25T08:47:00.000Z,AUDCAD_otc,L41,PUT,0.760000,50,0.888680,0.888990,0.888410,0.888550,0,20.940171,41.007740,0.890709,0.888886,0.887062,41.039682,0.889805,0.889087,8.074092,16.745451,24.294230,46.894584,neutral,0.408031,25.954413,-20.067569,0.888310,460,1
trading_data.db,2026-04-25T11:10:00.000Z,AUDCAD_otc,L16,CALL,0.686000,86,0.890480,0.890710,0.889990,0.890180,0,4.417037,5.245830,0.897852,0.894121,0.890390,83.453133,0.891853,0.893210,-15.188664,-2.350242,85.803375,,,-0.028162,,-0.828793,0.889150,-500,0
trading_data.db,2026-04-25T11:11:00.000Z,AUDCAD_otc,L16,CALL,0.686000,86,0.890160,0.890500,0.888780,0.889390,0,8.772565,5.861735,0.897841,0.893760,0.889680,91.300885,0.891175,0.892813,-18.344910,-3.249682,94.550568,,,-0.035593,,2.910830,0.888770,-500,0
trading_data.db,2026-04-25T15:32:00.000Z,AUDCAD_otc,L41,PUT,0.760000,50,0.878470,0.879420,0.878470,0.878610,3.846154,43.614065,63.819527,0.880887,0.879028,0.877169,42.297104,0.879032,0.878648,4.368184,16.393300,25.903804,93.933414,overbought,0.387575,50.319349,-20.205462,0.879610,-500,0
trading_data.db,2026-04-25T04:39:00.000Z,AUDCHF_otc,L16,CALL,0.686000,86,0.530380,0.530610,0.529770,0.529900,0,6.022832,6.946063,0.536035,0.533265,0.530496,103.886853,0.531653,0.533136,-27.804946,-11.167726,115.054578,0,oversold,-0.107499,-6.022832,-0.923231,0.529070,-500,0
trading_data.db,2026-04-25T04:40:00.000Z,AUDCHF_otc,L16,CALL,0.686000,86,0.529900,0.529990,0.529260,0.529510,0,3.393277,4.793149,0.536313,0.533096,0.529878,120.711669,0.530948,0.532808,-34.900458,-6.902283,127.613953,0,oversold,-0.057180,-3.393277,-1.399872,0.529860,460,1
trading_data.db,2026-04-25T04:41:00.000Z,AUDCHF_otc,L16,CALL,0.686000,86,0.529460,0.529540,0.528330,0.529070,0,10.512549,6.642886,0.536561,0.532896,0.529231,137.559666,0.530263,0.532419,-40.480145,-3.016540,140.576206,0,oversold,-0.021929,-10.512549,3.869663,0.529250,460,1
trading_data.db,2026-04-25T06:16:00.000Z,AUDCHF_otc,L65,PUT,0.637800,323,0.537640,0.538540,0.537530,0.538540,69.811321,67.164179,33.830846,0.540080,0.537971,0.535862,78.414483,0.536773,0.537614,-15.642300,49.784020,28.630463,2.553447,oversold,0.634883,-64.610732,33.333333,0.537370,460,1
trading_data.db,2026-04-25T06:17:00.000Z,AUDCHF_otc,L65,PUT,0.637800,323,0.538540,0.538640,0.537700,0.538230,79.922780,94.489247,65.161424,0.540056,0.537957,0.535859,78.034080,0.537012,0.537566,-10.306603,44.082496,33.951584,1.569666,oversold,0.564913,-92.919581,29.327823,0.536960,460,1
trading_data.db,2026-04-25T07:19:00.000Z,AUDCHF_otc,L41,PUT,0.760000,50,0.536410,0.536650,0.535740,0.536550,10.937500,30.385697,47.632928,0.537737,0.535922,0.534107,67.738662,0.536940,0.535944,18.578690,45.587454,22.151208,88.326895,overbought,0.672990,57.941198,-17.247232,0.536640,-500,0
trading_data.db,2026-04-25T07:44:00.000Z,AUDCHF_otc,L65,PUT,0.637800,323,0.536380,0.537290,0.536160,0.537000,80.751174,76.377727,49.300290,0.539139,0.536746,0.534354,89.144450,0.535920,0.536689,-14.333912,49.295125,39.849325,43.135440,neutral,0.552980,-33.242287,27.077437,0.537170,-500,0
trading_data.db,2026-04-25T12:46:00.000Z,AUDCHF_otc,L41,PUT,0.760000,50,0.541060,0.541060,0.540130,0.540310,8.294931,23.809524,49.611618,0.543748,0.541084,0.538420,98.454846,0.542390,0.541634,13.952482,34.922805,63.532041,94.515578,overbought,0.354709,70.706054,-25.802094,0.539390,460,1
trading_data.db,2026-04-25T14:00:00.000Z,AUDCHF_otc,L41,PUT,0.760000,50,0.543770,0.544010,0.543230,0.543740,16.560510,36.515719,54.474395,0.545804,0.543165,0.540527,97.159804,0.544413,0.543879,9.819231,59.156789,38.003015,97.278330,overbought,0.608861,60.762611,-17.958676,0.544020,-500,0
trading_data.db,2026-04-25T14:13:00.000Z,AUDCHF_otc,L16,CALL,0.686000,86,0.540570,0.540880,0.539920,0.540110,0,5.155316,5.502976,0.545970,0.543205,0.540440,101.819664,0.541350,0.542679,-24.494867,-6.066816,107.886480,0.914437,oversold,-0.059584,-4.240879,-0.347659,0.540170,460,1
trading_data.db,2026-04-25T14:14:00.000Z,AUDCHF_otc,L16,CALL,0.686000,86,0.540110,0.540160,0.539240,0.539600,0,9.102685,6.227375,0.546152,0.542992,0.539833,116.377315,0.540875,0.542384,-27.813738,-4.289185,120.666500,0.557931,oversold,-0.036856,-8.544754,2.875309,0.538850,-500,0
trading_data.db,2026-04-25T14:30:00.000Z,AUDCHF_otc,L65,PUT,0.637800,323,0.536180,0.537210,0.535970,0.536840,45.959596,79.026554,48.843099,0.541766,0.537644,0.533521,153.362549,0.535330,0.536604,-23.733935,61.736427,91.626122,0.000170,oversold,0.402552,-79.026384,30.183454,0.535180,460,1
trading_data.db,2026-04-25T08:20:00.000Z,AUDNZD_otc,L65,PUT,0.637800,323,1.227900,1.228890,1.227740,1.228840,62.523191,69.263390,42.868658,1.232147,1.228698,1.225249,56.148427,1.227007,1.228238,-10.024039,29.229908,26.918519,0.050689,oversold,0.520583,-69.212701,26.394733,1.229940,-500,0
trading_data.db,2026-04-25T08:30:00.000Z,AUDNZD_otc,L41,PUT,0.760000,50,1.231800,1.231850,1.230220,1.230580,4.477612,24.055081,51.542511,1.234489,1.229653,1.224817,78.654702,1.232687,1.230343,19.050052,46.866063,31.788639,92.690884,overbought,0.595846,68.635803,-27.487431,1.233840,-500,0
trading_data.db,2026-04-25T11:07:00.000Z,AUDNZD_otc,L65,PUT,0.637800,323,1.227490,1.229410,1.227410,1.229130,83.359014,82.777896,54.270560,1.233368,1.228006,1.222644,87.331315,1.225752,1.226566,-6.642624,52.818707,34.512608,16.181192,oversold,0.604808,-66.596704,28.507335,1.229060,460,1
trading_data.db,2026-04-25T14:00:00.000Z,AUDNZD_otc,L65,PUT,0.637800,323,1.234250,1.235570,1.234250,1.235410,72.549020,73.778746,48.593372,1.239227,1.235574,1.231922,59.129613,1.233575,1.235098,-12.329850,28.233442,30.896171,1.659086,oversold,0.477484,-72.119659,25.185374,1.232840,460,1
trading_data.db,2026-04-25T14:30:00.000Z,AUDNZD_otc,L65,PUT,0.637800,323,1.225200,1.226980,1.225160,1.225730,100,87.449393,57.219973,1.228168,1.224887,1.221607,53.558415,1.223223,1.224203,-8.001319,33.657390,19.901025,0.667223,oversold,0.628424,-86.782170,30.229420,1.226410,-500,0
trading_data.db,2026-04-25T15:14:00.000Z,AUDNZD_otc,L65,PUT,0.637800,323,1.221770,1.222390,1.221420,1.222110,79.846154,87.834550,59.290787,1.225596,1.220887,1.216179,77.132523,1.219027,1.219709,-5.590719,48.579469,28.553054,16.815902,oversold,0.629818,-71.018648,28.543763,1.222870,-500,0
trading_data.db,2026-04-25T06:34:00.000Z,AUDUSD_otc,L41,PUT,0.760000,50,0.725940,0.726420,0.725900,0.725900,1.063830,21.527778,51.377451,0.727221,0.726155,0.725089,29.366633,0.726553,0.726386,2.307576,11.171670,18.194963,79.298840,overbought,0.380421,57.771063,-29.849673,0.725880,460,1
trading_data.db,2026-04-25T06:35:00.000Z,AUDUSD_otc,L41,PUT,0.760000,50,0.725920,0.726210,0.725860,0.726210,0,0,24.129630,0.727219,0.726165,0.725110,29.035806,0.726397,0.726420,-0.321210,15.144483,13.891323,59.985745,neutral,0.521580,59.985745,-24.129630,0.725620,460,1
trading_data.db,2026-04-25T08:58:00.000Z,AUDUSD_otc,L41,PUT,0.760000,50,0.720620,0.720720,0.720300,0.720360,7.692308,1.428571,21.283644,0.721737,0.720601,0.719465,31.533879,0.720933,0.720927,0.085868,12.422509,19.111370,99.797112,overbought,0.393942,98.368541,-19.855072,0.720340,460,1
trading_data.db,2026-04-25T11:37:00.000Z,AUDUSD_otc,L41,PUT,0.760000,50,0.723820,0.724040,0.723720,0.723750,0,32.278135,50.338635,0.724659,0.723256,0.721853,38.803544,0.723895,0.723669,3.119025,26.231995,12.571549,98.402918,overbought,0.676021,66.124783,-18.060501,0.724720,-500,0
trading_data.db,2026-04-25T12:21:00.000Z,AUDUSD_otc,L65,PUT,0.637800,323,0.722210,0.722490,0.722150,0.722410,69.655172,62.878788,30.808081,0.723161,0.722134,0.721107,28.440333,0.721562,0.722079,-7.158567,18.042172,10.398161,0.398338,oversold,0.634387,-62.480450,32.070707,0.722430,-500,0
trading_data.db,2026-04-25T12:22:00.000Z,AUDUSD_otc,L65,PUT,0.637800,323,0.722410,0.722640,0.722330,0.722550,83.448276,96.212121,62.878788,0.723104,0.722114,0.721125,27.411066,0.721690,0.722076,-5.351630,19.736433,7.674634,2.279340,oversold,0.720017,-93.932781,33.333333,0.722390,460,1
trading_data.db,2026-04-25T06:51:00.000Z,BHDCNY_otc,L65,PUT,0.637800,323,18.270280,18.270990,18.269380,18.270370,61.052632,69.689602,37.677590,18.274898,18.271107,18.267317,4.149570,18.268652,18.270286,-0.894374,1.671142,2.478428,2.761420,oversold,0.402727,-66.928183,32.012012,18.271600,-500,0
trading_data.db,2026-04-25T09:07:00.000Z,BHDCNY_otc,L65,PUT,0.637800,323,18.271000,18.271760,18.270550,18.271590,40.533981,45.531915,19.713313,18.274717,18.271836,18.268956,3.153291,18.270633,18.272013,-0.754993,1.441739,1.711553,11.828597,oversold,0.457217,-33.703318,25.818602,18.274090,-500,0
trading_data.db,2026-04-25T09:08:00.000Z,BHDCNY_otc,L65,PUT,0.637800,323,18.271630,18.272290,18.271350,18.271810,64.425770,78.865248,45.766822,18.274700,18.271819,18.268938,3.153899,18.270608,18.272105,-0.819099,1.572024,1.581875,7.516400,oversold,0.498438,-71.348848,33.098426,18.273490,-500,0
trading_data.db,2026-04-25T13:00:00.000Z,BHDCNY_otc,L65,PUT,0.637800,323,18.263290,18.264540,18.263160,18.263970,57.438795,64.110311,38.436630,18.271732,18.265846,18.259961,6.443722,18.262460,18.264363,-1.041842,2.194534,4.249188,4.925818,oversold,0.340569,-59.184493,25.673681,18.264860,-500,0
trading_data.db,2026-04-25T13:54:00.000Z,BHDCNY_otc,L65,PUT,0.637800,323,18.253170,18.254050,18.252630,18.253840,70.361446,74.905344,45.728045,18.255835,18.252771,18.249707,3.357538,18.251452,18.252013,-0.307468,2.264434,1.093105,6.686791,oversold,0.674433,-68.218553,29.177299,18.252350,460,1
trading_data.db,2026-04-25T14:38:00.000Z,BHDCNY_otc,L65,PUT,0.637800,323,18.248820,18.249760,18.247960,18.249730,74.686192,89.315781,63.173283,18.251242,18.249151,18.247061,2.290767,18.248332,18.248901,-0.312217,1.462384,0.828382,17.063597,oversold,0.638382,-72.252184,26.142498,18.247680,460,1
trading_data.db,2026-04-25T14:45:00.000Z,BHDCNY_otc,L65,PUT,0.637800,323,18.247930,18.249500,18.247550,18.249310,65.886940,74.737617,48.759137,18.250877,18.248510,18.246144,2.593909,18.247577,18.248002,-0.233163,1.735072,0.858836,33.034103,neutral,0.668903,-41.703514,25.978480,18.248600,460,1
trading_data.db,2026-04-25T06:13:00.000Z,CADJPY_otc,L16,CALL,0.686000,86,120.253000,120.253000,120.119000,120.139000,2.066116,15.976545,14.985875,120.555170,120.370300,120.185430,30.716845,120.260833,120.370643,-9.122617,-3.857281,34.574126,0.121160,oversold,-0.125575,-15.855384,0.990670,120.037000,-500,0
trading_data.db,2026-04-25T07:14:00.000Z,CADJPY_otc,L41,PUT,0.760000,50,119.651000,119.673000,119.594000,119.594000,14.814815,3.317834,24.522025,119.829009,119.634800,119.440591,32.466933,119.711833,119.677357,2.880761,12.823088,19.643846,99.768259,overbought,0.394958,96.450425,-21.204191,119.589000,460,1
trading_data.db,2026-04-25T07:19:00.000Z,CADJPY_otc,L65,PUT,0.637800,323,119.727000,119.762000,119.700000,119.708000,82.125604,65.528299,38.345615,119.825589,119.664050,119.502511,26.998825,119.640667,119.689857,-4.109828,17.172195,9.826630,99.981312,overbought,0.636035,34.453014,27.182684,119.704000,460,1
trading_data.db,2026-04-25T08:05:00.000Z,CADJPY_otc,L65,PUT,0.637800,323,120.212000,120.332000,120.206000,120.329000,62.562814,55.229132,28.278057,120.566729,120.328650,120.090571,39.571492,120.180667,120.302571,-10.133180,19.814833,19.756659,6.294584,oversold,0.500735,-48.934548,26.951075,120.435000,-500,0
trading_data.db,2026-04-25T08:06:00.000Z,CADJPY_otc,L65,PUT,0.637800,323,120.332000,120.441000,120.332000,120.419000,90.641711,80.098436,52.660884,120.575619,120.335100,120.094581,39.974791,120.212333,120.300000,-7.287337,26.959592,13.015199,4.703723,oversold,0.674415,-75.394713,27.437552,120.533000,-500,0
trading_data.db,2026-04-25T08:25:00.000Z,CADJPY_otc,L41,PUT,0.760000,50,120.819000,120.887000,120.791000,120.805000,0,42.337732,64.050043,121.004605,120.649450,120.294295,58.873850,120.889000,120.724357,13.637915,42.329649,16.544202,99.901249,overbought,0.718989,57.563517,-21.712312,120.645000,460,1
trading_data.db,2026-04-25T08:26:00.000Z,CADJPY_otc,L41,PUT,0.760000,50,120.808000,120.864000,120.739000,120.747000,0,17.610063,42.860608,121.013904,120.668900,120.323896,57.181973,120.864833,120.743143,10.078459,35.063242,22.118731,99.831004,overbought,0.613187,82.220941,-25.250545,120.655000,460,1
trading_data.db,2026-04-25T08:27:00.000Z,CADJPY_otc,L41,PUT,0.760000,50,120.750000,120.750000,120.641000,120.645000,0,0.548697,20.165497,121.007667,120.679400,120.351133,54.403189,120.817667,120.752857,5.367121,24.351066,30.052122,94.352210,overbought,0.447604,93.803513,-19.616800,120.657000,-500,0
trading_data.db,2026-04-25T09:42:00.000Z,CADJPY_otc,L65,PUT,0.637800,323,120.206000,120.377000,120.198000,120.373000,76.262626,77.814596,52.671879,120.507439,120.277900,120.048361,38.168184,120.187833,120.230786,-3.572494,26.990782,11.177403,10.419694,oversold,0.707154,-67.394902,25.142717,120.405000,-500,0
trading_data.db,2026-04-25T10:37:00.000Z,CADJPY_otc,L65,PUT,0.637800,323,120.246000,120.317000,120.238000,120.268000,63.660477,75.586515,50.101288,120.556933,120.292550,120.028167,43.956740,120.160667,120.262643,-8.479457,19.937512,24.019228,9.284076,oversold,0.453571,-66.302440,25.485227,120.199000,460,1
trading_data.db,2026-04-25T14:45:00.000Z,CADJPY_otc,L16,CALL,0.686000,86,119.865000,119.865000,119.787000,119.834000,0,8.725427,8.613629,120.225245,120.045150,119.865055,30.004498,119.946167,120.035500,-7.442243,-2.586966,32.591465,,,-0.086219,,0.111798,119.803000,-500,0
trading_data.db,2026-04-25T14:46:00.000Z,CADJPY_otc,L16,CALL,0.686000,86,119.834000,119.852000,119.764000,119.773000,0,7.761066,7.984326,120.247885,120.032150,119.816415,35.946249,119.889167,120.010071,-10.074551,-3.616924,39.563173,,,-0.100620,,-0.223260,119.897000,460,1
trading_data.db,2026-04-25T15:22:00.000Z,CADJPY_otc,L16,CALL,0.686000,86,119.907000,119.925000,119.835000,119.868000,0,10.029706,11.315690,120.496542,120.193650,119.890758,50.400706,120.005000,120.143929,-11.563512,-1.893424,52.294130,4.399722,oversold,-0.037567,-5.629984,-1.285984,120.090000,460,1
trading_data.db,2026-04-25T15:25:00.000Z,CADJPY_otc,L65,PUT,0.637800,323,120.087000,120.106000,120.024000,120.059000,57.031250,68.838764,38.635585,120.471034,120.148600,119.826166,53.672555,119.969500,120.072643,-8.590038,19.378846,34.293709,1.028827,oversold,0.361057,-67.809936,30.203179,120.082000,-500,0
trading_data.db,2026-04-25T15:26:00.000Z,CADJPY_otc,L65,PUT,0.637800,323,120.059000,120.086000,119.949000,119.967000,75.517241,93.957115,67.275650,120.448505,120.135050,119.821595,52.183706,119.973833,120.049857,-6.332686,12.103429,40.080277,0.628078,oversold,0.231939,-93.329037,26.681465,120.102000,-500,0
trading_data.db,2026-04-25T06:40:00.000Z,CHFNOK_otc,L41,PUT,0.760000,50,12.099000,12.117000,12.089000,12.093000,0,25.694838,49.860297,12.188295,12.072400,11.956505,192.000713,12.134833,12.102429,26.775421,113.064072,78.936641,99.201576,overbought,0.588873,73.506737,-24.165459,12.135000,-500,0
trading_data.db,2026-04-25T07:37:00.000Z,CHFNOK_otc,L65,PUT,0.637800,323,11.933000,11.940000,11.892000,11.923000,50.485437,62.252426,36.691675,12.020105,11.951200,11.882295,115.309880,11.912167,11.946357,-28.620002,34.058983,81.250897,24.015350,oversold,0.295369,-38.237076,25.560751,11.900000,460,1
trading_data.db,2026-04-25T07:50:00.000Z,CHFNOK_otc,L16,CALL,0.686000,86,11.761000,11.785000,11.747000,11.762000,0.787402,5.184387,6.199777,11.991947,11.882400,11.772853,184.385423,11.818333,11.866929,-40.950140,-9.133620,193.519043,2.864024,oversold,-0.049535,-2.320363,-1.015390,11.769000,460,1
trading_data.db,2026-04-25T07:55:00.000Z,CHFNOK_otc,L65,PUT,0.637800,323,11.818000,11.849000,11.797000,11.806000,100,81.481481,54.303517,11.976476,11.849500,11.722524,214.315162,11.780000,11.825000,-38.054968,70.447171,143.867991,0.708989,oversold,0.328708,-80.772493,27.177964,11.731000,460,1
trading_data.db,2026-04-25T12:11:00.000Z,CHFNOK_otc,L65,PUT,0.637800,323,12.463000,12.488000,12.455000,12.464000,71.052632,80.141844,52.385063,12.726344,12.532250,12.338156,309.750704,12.428333,12.488286,-48.006894,100.415857,209.334846,0.116331,oversold,0.324183,-80.025513,27.756781,12.450000,460,1
trading_data.db,2026-04-25T05:28:00.000Z,EURCHF_otc,L65,PUT,0.637800,323,0.914870,0.915720,0.914790,0.915430,61.581921,79.586872,54.222853,0.919524,0.916185,0.912845,72.906696,0.914360,0.915338,-10.683019,28.218107,44.688589,0.180643,oversold,0.387044,-79.406228,25.364019,0.915810,-500,0
trading_data.db,2026-04-25T05:51:00.000Z,EURCHF_otc,L65,PUT,0.637800,323,0.911820,0.912260,0.911420,0.912260,82.113821,80.484389,53.301178,0.916904,0.912876,0.908847,88.256000,0.910673,0.911850,-12.904169,37.385569,50.870431,0.967491,oversold,0.423604,-79.516898,27.183210,0.911850,460,1
trading_data.db,2026-04-25T08:48:00.000Z,EURCHF_otc,L41,PUT,0.760000,50,0.923070,0.923230,0.922460,0.922500,9.322034,47.554503,66.801831,0.924101,0.922534,0.920967,33.977506,0.923210,0.922891,3.459626,16.620203,17.357303,45.000459,neutral,0.489153,-2.554044,-19.247329,0.922530,-500,0
trading_data.db,2026-04-25T09:11:00.000Z,EURCHF_otc,L41,PUT,0.760000,50,0.926340,0.926470,0.925620,0.925640,6.081081,31.692739,61.052260,0.929243,0.925011,0.920780,91.499488,0.927302,0.926068,13.323101,52.544254,38.955234,97.304053,overbought,0.574257,65.611314,-29.359520,0.925830,-500,0
trading_data.db,2026-04-25T09:12:00.000Z,EURCHF_otc,L41,PUT,0.760000,50,0.925640,0.926630,0.925610,0.926580,0,3.869048,32.340932,0.929100,0.925231,0.921362,83.622985,0.926968,0.926247,7.786156,56.391635,27.231350,91.970732,overbought,0.674356,88.101685,-28.471885,0.925740,460,1
trading_data.db,2026-04-25T11:32:00.000Z,EURCHF_otc,L65,PUT,0.637800,323,0.915000,0.915170,0.914360,0.914840,57.142857,52.201122,25.784381,0.916251,0.914563,0.912874,36.918819,0.914030,0.914766,-8.050455,21.493647,15.425172,28.958395,neutral,0.582187,-23.242726,26.416740,0.912580,460,1
trading_data.db,2026-04-25T11:54:00.000Z,EURCHF_otc,L65,PUT,0.637800,323,0.913230,0.914010,0.912730,0.912790,75.000000,75.881733,45.572916,0.914427,0.912655,0.910883,38.828025,0.912280,0.912884,-6.611702,20.893213,17.934812,26.179734,neutral,0.538096,-49.701999,30.308816,0.912900,-500,0
trading_data.db,2026-04-25T13:48:00.000Z,EURCHF_otc,L65,PUT,0.637800,323,0.896650,0.898910,0.896640,0.898820,63.272727,52.975793,28.120507,0.903700,0.899433,0.895166,94.879692,0.896763,0.898416,-18.400100,40.624441,54.255251,3.053786,oversold,0.428168,-49.922007,24.855287,0.900870,-500,0
trading_data.db,2026-04-25T13:49:00.000Z,EURCHF_otc,L65,PUT,0.637800,323,0.898850,0.900720,0.898440,0.900410,96.940727,75.085031,49.792263,0.903431,0.899340,0.895248,90.991408,0.897272,0.898418,-12.757877,57.398884,33.592524,13.167123,oversold,0.630817,-61.917908,25.292768,0.900870,-500,0
trading_data.db,2026-04-25T13:55:00.000Z,EURCHF_otc,L41,PUT,0.760000,50,0.899220,0.899390,0.898920,0.899220,0,24.776501,56.588019,0.902405,0.898986,0.895568,76.049280,0.900313,0.898622,18.819818,40.622009,35.427270,91.501184,overbought,0.534154,66.724684,-31.811519,0.899670,-500,0
trading_data.db,2026-04-25T13:56:00.000Z,EURCHF_otc,L41,PUT,0.760000,50,0.899360,0.899360,0.898130,0.898800,7.821229,2.898551,28.040666,0.902372,0.898967,0.895562,75.756813,0.900062,0.898731,14.809246,36.020719,39.736094,94.676764,overbought,0.475478,91.778213,-25.142115,0.899560,-500,0
trading_data.db,2026-04-25T08:09:00.000Z,EURGBP_otc,L65,PUT,0.637800,323,0.873830,0.873830,0.873150,0.873450,57.142857,82.772425,55.892094,0.874307,0.873653,0.873000,14.957165,0.873565,0.873724,-1.814892,5.149284,9.807881,71.613347,neutral,0.344269,-11.159078,26.880331,0.873500,-500,0
trading_data.db,2026-04-25T10:30:00.000Z,EURGBP_otc,L16,CALL,0.686000,86,0.867730,0.868040,0.867640,0.867680,0,11.606054,11.023044,0.870921,0.869402,0.867883,34.945853,0.868478,0.869196,-8.253388,-2.333791,37.279644,0,oversold,-0.066783,-11.606054,0.583009,0.867470,-500,0
trading_data.db,2026-04-25T12:23:00.000Z,EURGBP_otc,L65,PUT,0.637800,323,0.863350,0.863780,0.863050,0.863240,79.768786,85.606061,54.581530,0.864215,0.863239,0.862262,22.617210,0.862715,0.863157,-5.122391,11.325982,11.291229,10.338181,oversold,0.500768,-75.267879,31.024531,0.863750,-500,0
trading_data.db,2026-04-25T14:34:00.000Z,EURGBP_otc,L65,PUT,0.637800,323,0.865640,0.865930,0.865210,0.865230,83.132530,69.178082,36.442120,0.867088,0.865582,0.864075,34.810724,0.864737,0.865335,-6.914471,13.344508,21.466216,1.644362,oversold,0.383345,-67.533720,32.735962,0.865690,-500,0
trading_data.db,2026-04-25T14:35:00.000Z,EURGBP_otc,L65,PUT,0.637800,323,0.865230,0.865610,0.865200,0.865250,66.995074,90.441176,65.154669,0.867031,0.865539,0.864046,34.494436,0.864855,0.865229,-4.325856,13.914033,20.580403,3.610115,oversold,0.403370,-86.831062,25.286507,0.866050,-500,0
trading_data.db,2026-04-25T15:37:00.000Z,EURGBP_otc,L65,PUT,0.637800,323,0.864860,0.865060,0.864650,0.865020,60.220994,82.240927,54.255172,0.865644,0.864806,0.863968,19.374162,0.864473,0.864793,-3.694802,12.161625,7.212538,67.487755,neutral,0.627724,-14.753172,27.985755,0.864670,460,1
trading_data.db,2026-04-25T04:40:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,364.596000,365.466000,364.406000,365.327000,88.070175,79.709239,53.331485,366.727893,364.639500,362.551107,114.545628,363.872000,364.253214,-10.465640,76.127052,38.418576,0.218103,oversold,0.664600,-79.491136,26.377754,366.533000,-500,0
trading_data.db,2026-04-25T05:37:00.000Z,EURHUF_otc,L41,PUT,0.760000,50,372.168000,372.482000,371.314000,371.352000,16.213592,22.873208,40.199743,373.223605,371.092200,368.960795,114.871973,372.198667,371.440929,20.399962,64.436942,50.435031,97.665387,overbought,0.560946,74.792180,-17.326535,370.912000,460,1
trading_data.db,2026-04-25T05:45:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,371.405000,371.918000,370.677000,370.746000,86.633389,80.571310,55.721028,373.125281,371.266700,369.408119,100.121053,370.496833,371.286929,-21.279910,36.035568,64.085485,5.563454,oversold,0.359920,-75.007856,24.850282,369.631000,460,1
trading_data.db,2026-04-25T06:29:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,374.452000,374.625000,373.907000,374.450000,57.710280,59.474079,29.622286,375.934767,374.228700,372.522633,91.177766,373.418333,373.931643,-13.727363,51.502379,39.675387,0.781906,oversold,0.564857,-58.692173,29.851793,373.067000,460,1
trading_data.db,2026-04-25T06:30:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,374.493000,374.825000,373.735000,373.965000,92.187500,89.555380,58.390069,375.952935,374.243050,372.533165,91.378340,373.502167,373.946786,-11.889902,38.259506,53.118834,0.477113,oversold,0.418693,-89.078267,31.165312,372.901000,460,1
trading_data.db,2026-04-25T08:44:00.000Z,EURHUF_otc,L16,CALL,0.686000,86,360.509000,360.610000,359.727000,359.932000,0,4.362503,5.990601,364.941517,362.694550,360.447583,123.904104,361.328833,362.264286,-25.822374,-14.215346,138.119449,,,-0.114729,,-1.628098,359.601000,-500,0
trading_data.db,2026-04-25T08:45:00.000Z,EURHUF_otc,L16,CALL,0.686000,86,359.991000,360.084000,359.461000,359.724000,0,5.167364,4.602850,364.866416,362.450100,360.033784,133.332324,360.856500,362.008000,-31.808689,-8.546950,141.879274,,,-0.064103,,0.564514,360.219000,460,1
trading_data.db,2026-04-25T08:46:00.000Z,EURHUF_otc,L16,CALL,0.686000,86,359.724000,360.075000,359.409000,359.601000,0,7.330988,5.620285,364.782963,362.216850,359.650737,141.689311,360.442167,361.791571,-37.297850,-1.373133,143.062445,1.998371,oversold,-0.009691,-5.332616,1.710703,359.249000,-500,0
trading_data.db,2026-04-25T08:52:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,359.552000,360.654000,359.398000,360.606000,55.323246,68.020529,43.160122,364.113682,361.183750,358.253818,162.240514,359.765500,360.420786,-18.181130,65.124244,97.116270,3.539887,oversold,0.401406,-64.480642,24.860407,359.780000,460,1
trading_data.db,2026-04-25T09:19:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,359.133000,359.460000,358.533000,359.460000,77.398801,73.428515,45.965511,360.874500,359.160050,357.445600,95.469969,358.308000,358.793286,-13.525496,56.086414,39.383554,87.435780,overbought,0.587477,14.007266,27.463004,359.579000,-500,0
trading_data.db,2026-04-25T09:20:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,359.460000,359.836000,359.007000,359.804000,91.146425,99.554628,73.376693,360.902730,359.173000,357.443270,96.317356,358.609000,358.774214,-4.604965,65.726814,30.590542,91.062813,overbought,0.682398,-8.491815,26.177935,359.580000,460,1
trading_data.db,2026-04-25T09:36:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,359.015000,359.470000,358.544000,358.863000,54.310115,65.225225,32.852853,360.452085,358.974100,357.496115,82.344921,358.313667,358.872571,-15.573906,38.077530,44.267391,90.866561,overbought,0.462415,25.641336,32.372372,359.204000,-500,0
trading_data.db,2026-04-25T09:37:00.000Z,EURHUF_otc,L65,PUT,0.637800,323,358.863000,359.829000,358.510000,359.490000,65.655245,94.465839,64.341466,360.432677,359.064400,357.696123,76.213447,358.446667,358.832643,-10.756440,49.959751,26.253697,93.221579,overbought,0.655524,-1.244260,30.124373,360.131000,-500,0
